Path;Target;FD0;FD1;FD2;FD3;FD4;FD5;FD6;FD7;FD8;FD9;FD10;FD11;FD12;FD13;FD14;FD15;FD16;FD17;FD18;FD19;FD20;FD21;FD22;FD23;FD24;FD25;FD26;FD27;FD28;FD29;FD30;FD31
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_1.jpg;1;0.530221282847154;0.530221282847154;0.2763935536715133;0.1943092894155097;0.20389011070756624;0.028644044717987052;0.007417407797930342;0.530221282847154;0.5086009287529791;0.0;0.0;0.0;0.2597937831505788;0.39557865893453326;0.5086009287529791;0.5086009287529791;0.25180615755677255;0.0;0.0013023252020411182;0.041931911863399604;0.400017804609089;0.4386549309897469;0.5396300976220403;0.5396300976220403;0.5609186446364901;0.5609186446364901;0.5609186446364901;0.13602469283466337;0.18371861358527206;0.0;0.0;0.062093280413063806
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_10.jpg;1;0.4371565056439765;0.4371565056439765;0.4371565056439765;0.4227201137054521;0.3322196345707673;0.005056379540172171;0.012393101024849987;0.3707306733858533;0.45925830695814707;0.045120871474847654;0.0039061592544610666;0.0;0.45925830695814707;0.45925830695814707;0.45925830695814707;0.39277993623615615;0.23604666299599805;0.0;0.0;0.08456383126307093;0.5391370061157201;0.5391370061157201;0.5391370061157201;0.2551956044167422;0.4744020951937677;0.5456977075257216;0.5456977075257216;0.34945391504664763;0.2392752318820584;0.0;0.0;0.0
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_16.jpg;1;0.5171511455319174;0.5171511455319174;0.29544731888155795;0.24175422029495933;0.32391002627108273;0.1773166677199775;0.038980957545204024;0.42602434507352;0.4651049779418277;0.00830292962722611;0.0;0.0;0.24154734088499547;0.4916852998820617;0.4916852998820617;0.4916852998820617;0.21690134473485512;0.0073870177946064215;0.05972999321105868;0.24551503804805613;0.4714482824414369;0.4714482824414369;0.4714482824414369;0.4714482824414369;0.5589444075970332;0.5589444075970332;0.5589444075970332;0.12440259995332754;0.21741076328418033;0.0;0.0;0.0
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_17.jpg;1;0.39306410051316854;0.37605658411868786;0.09213086316049922;0.39306410051316854;0.39306410051316854;0.39306410051316854;0.34788655574575966;0.33327277880211686;0.37797006616839174;0.3131738439975376;0.37797006616839174;0.37797006616839174;0.37797006616839174;0.2115512173508385;0.37797006616839174;0.37797006616839174;0.16453907703660284;0.0;0.07140023174967404;0.3559648474418084;0.5295022586413376;0.5295022586413376;0.5295022586413376;0.0;0.1610949069706609;0.46079546193079374;0.46079546193079374;0.46079546193079374;0.46079546193079374;0.3390674053431494;0.0987516790089824;0.0
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_18.jpg;1;0.9254072568218581;0.2552121413658144;0.08921095746225031;0.08646811429639639;0.08737225305247519;0.0;0.0;0.23541225425878062;0.5056238798869213;0.09862122528399163;0.0008954551688234346;0.020635355184484793;0.11713239578018614;0.008733226576728316;0.21143756789036167;0.8220034136764696;0.27161632728536755;0.0;0.0;0.0;0.34926448105962626;0.14295328629271362;0.6260204669100354;0.6260204669100354;0.6916213683413781;0.6916213683413781;0.126240840394419;0.05427436384229013;0.1344039783762326;0.05781470007286111;0.052300850919663536;0.01717440545056719
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_19.jpg;1;0.028595313801934204;0.022843785250008127;0.1910448934083429;0.6914438556231294;0.6914438556231294;0.004367721607803887;0.012541063345400871;0.0761363959715987;0.09609373076473227;0.02572000406927588;0.02010983628626994;0.6098411955743347;0.7621527278002738;0.17661089497029137;0.0755131961099255;0.004832598562197494;0.10881794538647659;0.0;0.0;0.1333852879499383;0.6782992924147043;0.6782992924147043;0.08744888872458374;0.2062519096891255;0.29563520961941275;0.17483090997136452;0.5415804110049923;0.5415804110049923;0.5415804110049923;0.04484654658142731;0.007219461842588986;0.006528161763554117
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_2.jpg;1;0.5834576842747532;0.21339891435423924;0.046424018122737075;0.1479466907577389;0.17170206585416484;0.09506894487154542;0.4594040132176214;0.5834576842747532;0.6110921006409562;0.4128595221920013;0.035040316173602815;0.10024782546277873;0.07757788045790559;0.0;0.25570319760682014;0.6110921006409562;0.46986222187405846;0.46986222187405846;0.10458671264502385;0.14221177037869487;0.46986222187405846;0.02169704241961235;0.292035339512998;0.46986222187405846;0.5175537829720017;0.3354027328130588;0.012836344279908969;0.07397986779731229;0.279744892588329;0.004924819078036521;0.5175537829720017;0.5175537829720017
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_20.jpg;1;0.39330296597486747;0.39330296597486747;0.39330296597486747;0.39330296597486747;0.2403598388535347;0.11875945946246988;0.39330296597486747;0.39330296597486747;0.3895742579606232;0.3895742579606232;0.1030422043168893;0.28066650843425317;0.3895742579606232;0.3895742579606232;0.3895742579606232;0.3895742579606232;0.44721275997475124;0.001932893900196123;0.0;0.0;0.44721275997475124;0.44721275997475124;0.44721275997475124;0.44721275997475124;0.5250809133389671;0.5250809133389671;0.5250809133389671;0.22088234692516495;0.34620536996196954;0.0004392285092487928;0.0;0.06498261580389701
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_21.jpg;1;0.3631659258139878;0.3631659258139878;0.2770804431279118;0.3631659258139878;0.3631659258139878;0.3631659258139878;0.3631659258139878;0.3631659258139878;0.28207187960518876;0.2040196927283044;0.4273107469079185;0.4273107469079185;0.4273107469079185;0.4273107469079185;0.16262910779515946;0.34926393295657604;0.47406225587775014;0.31190610957415543;0.47406225587775014;0.47406225587775014;0.4654238220867668;0.006352929518621593;0.01438609374853482;0.10790207288142412;0.12066138515746253;0.1843639354741477;0.12032043786573181;0.6821613081783074;0.6821613081783074;0.07884964666651932;0.004601916182045659;0.006871341480700452
C:\Cours\Licence Data IA\MSPR_622\data\apple\Image_23.jpg;1;0.7000874556971619;0.0009819858714944173;0.0015269001219313544;0.002106809219151055;0.12576820037564218;0.0023669133294773005;0.06264288192512761;0.7000874556971619;0.7060722626497381;0.002412451116637574;0.0;0.03669926727457125;0.039046163426069876;0.0014771901207405035;0.006669143811967338;0.7060722626497381;0.9846013518083359;0.10893290272956624;0.0019346844607350422;0.122083107186485;0.06152861311812064;0.0;0.0;0.0;0.3565509704229497;0.030314910042384857;0.0;0.0;0.11562377608667719;0.0046979277118294645;0.014303984818498088;0.9264755136918985
